Index,Collected,True Label,New Label
0,0,,
1,0,,
2,0,,
3,0,,
4,0,,
5,0,,
6,0,,
7,0,,
8,0,,
9,0,,
10,0,,
11,0,,
12,0,,
13,0,,
14,0,,
15,0,,
16,0,,
17,0,,
18,0,,
19,0,,
20,0,,
21,0,,
22,0,,
23,0,,
24,0,,
25,0,,
26,0,,
27,0,,
28,0,,
29,0,,
30,0,,
31,0,,
32,0,,
33,0,,
34,0,,
35,0,,
36,0,,
37,0,,
38,0,,
39,0,,
40,0,,
41,0,,
42,0,,
43,0,,
44,0,,
45,0,,
46,0,,
47,0,,
48,0,,
49,0,,
50,0,,
51,0,,
52,0,,
53,0,,
54,0,,
55,0,,
56,0,,
57,0,,
58,0,,
59,0,,
60,0,,
61,0,,
62,0,,
63,0,,
64,0,,
65,0,,
66,0,,
67,0,,
68,0,,
69,0,,
70,0,,
71,0,,
72,0,,
73,0,,
74,0,,
75,0,,
76,0,,
77,0,,
78,0,,
79,0,,
80,0,,
81,0,,
82,0,,
83,0,,
84,0,,
85,0,,
86,0,,
87,0,,
88,0,,
89,0,,
90,0,,
91,0,,
92,0,,
93,0,,
94,0,kidneys,kidneys
95,0,kidneys,kidneys
96,0,kidneys,kidneys
97,0,kidneys,kidneys
98,0,kidneys,kidneys
99,0,kidneys,kidneys
100,0,kidneys,kidneys
101,0,kidneys,kidneys
102,0,kidneys,kidneys
103,0,kidneys,kidneys
104,0,kidneys,kidneys
105,1,kidneys,kidneys
106,1,kidneys,kidneys
107,1,kidneys,kidneys
108,1,kidneys,kidneys
109,1,kidneys,kidneys
110,1,kidneys,kidneys
111,1,kidneys,kidneys
112,1,kidneys,kidneys
113,1,kidneys,kidneys
114,1,kidneys,kidneys
115,1,kidneys,kidneys
116,1,kidneys,kidneys
117,1,kidneys,kidneys
118,1,kidneys,kidneys
119,1,kidneys,kidneys
120,1,kidneys,kidneys
121,1,kidneys,kidneys
122,1,kidneys,kidneys
123,1,kidneys,kidneys
124,1,kidneys,kidneys
125,0,kidneys,kidneys
126,0,kidneys,kidneys
127,0,kidneys,kidneys
128,0,kidneys,kidneys
129,0,kidneys,kidneys
130,0,kidneys,kidneys
131,0,kidneys,kidneys
132,0,kidneys,kidneys
133,0,kidneys,kidneys
134,0,kidneys,kidneys
135,0,kidneys,kidneys
136,0,kidneys,kidneys
137,0,kidneys,kidneys
138,0,kidneys,kidneys
139,0,kidneys,kidneys
140,0,kidneys,kidneys
141,0,kidneys,kidneys
142,0,kidneys,kidneys
143,0,kidneys,kidneys
144,0,kidneys,kidneys
145,0,kidneys,kidneys
146,0,kidneys,kidneys
147,0,kidneys,kidneys
148,0,kidneys,kidneys
149,0,kidneys,kidneys
150,0,,kidneys
151,0,,kidneys
152,0,,kidneys
153,0,,kidneys
154,0,,kidneys
155,0,,kidneys
156,0,,kidneys
157,0,,kidneys
158,0,,kidneys
159,0,,kidneys
160,0,,kidneys
161,0,,kidneys
162,0,,kidneys
163,0,,kidneys
164,0,,kidneys
165,0,,kidneys
166,0,,kidneys
167,0,,kidneys
168,0,,kidneys
169,0,,kidneys
170,0,,kidneys
171,0,,kidneys
172,0,,kidneys
173,0,,kidneys
174,0,,kidneys
175,0,,kidneys
176,0,,kidneys
177,0,,kidneys
178,0,,kidneys
179,0,,kidneys
180,0,,kidneys
181,0,,kidneys
182,0,,kidneys
183,0,,kidneys
184,0,,kidneys
185,0,,kidneys
186,0,,kidneys
187,0,,kidneys
188,0,,kidneys
189,0,,kidneys
190,0,,kidneys
191,0,,kidneys
192,0,,kidneys
193,0,,kidneys
194,0,,kidneys
195,0,,kidneys
196,0,,kidneys
197,0,,kidneys
198,0,,kidneys
199,0,,kidneys
200,0,,kidneys
201,0,,kidneys
202,0,,kidneys
203,0,,kidneys
204,0,,kidneys
205,0,,kidneys
206,0,,kidneys
207,0,,kidneys
208,0,,kidneys
209,0,,kidneys
210,0,,kidneys
211,0,,kidneys
212,0,,kidneys
213,0,,kidneys
214,0,,kidneys
215,0,,kidneys
216,0,,kidneys
217,0,,kidneys
218,0,,kidneys
219,0,,kidneys
220,0,,kidneys
221,0,,kidneys
222,0,,kidneys
223,0,,kidneys
224,0,,kidneys
225,0,,kidneys
226,0,,kidneys
