Index,Collected,True Label,New Label
0,0,,
1,0,,
2,0,,
3,0,,
4,0,,
5,0,,
6,0,,
7,0,,
8,0,,
9,0,,
10,0,,
11,0,,
12,0,,
13,0,,
14,0,,
15,0,,
16,0,,
17,0,,
18,0,,
19,0,,
20,0,,
21,0,,
22,0,,
23,0,,
24,0,,
25,0,,
26,0,,
27,0,,
28,0,,
29,0,,
30,0,,
31,0,,
32,0,,
33,0,,
34,0,,
35,0,,
36,0,,
37,0,,
38,0,,
39,0,,
40,0,,
41,0,,
42,0,,
43,0,,
44,0,,
45,0,,
46,0,,
47,0,,
48,0,,
49,0,,
50,0,,
51,0,,
52,0,,
53,0,,
54,0,,
55,0,,
56,0,,
57,0,,
58,0,,
59,0,,
60,0,,
61,0,,
62,0,,
63,0,,
64,0,,
65,0,,
66,0,,
67,0,,
68,0,,
69,0,,
70,0,,
71,0,,
72,0,,
73,0,,
74,0,,
75,0,,
76,0,,
77,0,,
78,0,,
79,0,,
80,0,,
81,0,,
82,0,,
83,0,,
84,0,,
85,0,,
86,0,,
87,0,,
88,0,,
89,0,,
90,0,,
91,0,,
92,0,,
93,0,,
94,0,,
95,0,,
96,0,,
97,0,,
98,0,,
99,0,,
100,0,,
101,0,,
102,0,,
103,0,,
104,0,,
105,0,,
106,0,,
107,0,,
108,0,,
109,0,,
110,0,,
111,0,,
112,0,,
113,0,,
114,0,,
115,0,,
116,0,,
117,0,,
118,0,,
119,0,,
120,0,,
121,0,,
122,0,,
123,0,,
124,0,,
125,0,,
126,0,,
127,0,,
128,0,,
129,0,,
130,0,,
131,0,,
132,0,,
133,0,,
134,0,,
135,0,,
136,0,,
137,0,,
138,0,,
139,0,,
140,0,,
141,0,,
142,0,,
143,1,left outflow tract,left outflow tract
144,0,left outflow tract,left outflow tract
145,0,left outflow tract,left outflow tract
146,0,left outflow tract,left outflow tract
147,0,left outflow tract,left outflow tract
148,0,left outflow tract,left outflow tract
149,0,left outflow tract,left outflow tract
150,0,left outflow tract,left outflow tract
151,0,left outflow tract,left outflow tract
152,0,left outflow tract,left outflow tract
153,0,left outflow tract,left outflow tract
154,0,left outflow tract,left outflow tract
155,0,left outflow tract,left outflow tract
156,0,left outflow tract,left outflow tract
157,0,left outflow tract,left outflow tract
158,0,left outflow tract,left outflow tract
159,0,left outflow tract,left outflow tract
160,0,left outflow tract,left outflow tract
161,0,left outflow tract,left outflow tract
162,0,left outflow tract,left outflow tract
163,0,left outflow tract,left outflow tract
164,0,left outflow tract,left outflow tract
165,0,left outflow tract,left outflow tract
166,0,left outflow tract,left outflow tract
167,0,left outflow tract,left outflow tract
168,0,left outflow tract,left outflow tract
169,0,left outflow tract,left outflow tract
170,0,left outflow tract,left outflow tract
171,0,left outflow tract,left outflow tract
172,0,left outflow tract,left outflow tract
173,0,left outflow tract,left outflow tract
174,0,left outflow tract,left outflow tract
175,1,left outflow tract,left outflow tract
176,0,left outflow tract,left outflow tract
177,0,left outflow tract,left outflow tract
178,0,left outflow tract,left outflow tract
179,0,left outflow tract,left outflow tract
180,0,left outflow tract,left outflow tract
181,0,left outflow tract,left outflow tract
182,0,left outflow tract,left outflow tract
183,0,left outflow tract,left outflow tract
184,0,left outflow tract,left outflow tract
185,0,left outflow tract,left outflow tract
186,0,left outflow tract,left outflow tract
187,0,left outflow tract,left outflow tract
188,0,left outflow tract,left outflow tract
189,0,left outflow tract,left outflow tract
190,0,left outflow tract,left outflow tract
191,0,left outflow tract,left outflow tract
192,0,left outflow tract,left outflow tract
193,0,left outflow tract,left outflow tract
194,0,left outflow tract,left outflow tract
195,0,left outflow tract,left outflow tract
196,0,left outflow tract,left outflow tract
197,0,left outflow tract,left outflow tract
198,0,left outflow tract,left outflow tract
199,0,,left outflow tract
200,0,,left outflow tract
201,0,,left outflow tract
202,0,,left outflow tract
203,0,,left outflow tract
204,0,,left outflow tract
205,0,,left outflow tract
206,0,,left outflow tract
207,0,,left outflow tract
208,0,,left outflow tract
209,0,,left outflow tract
210,0,,left outflow tract
211,0,,left outflow tract
212,0,,left outflow tract
213,0,,left outflow tract
214,0,,left outflow tract
215,0,,left outflow tract
216,0,,left outflow tract
217,0,,left outflow tract
218,0,,left outflow tract
219,0,,left outflow tract
